------------------------------------------------------------
 E - Electric Field
------------------------------------------------------------
Position (um) (#1), Electric Field (V/cm) (#1)
       3.00083655991,    -11184.2542706598
       3.00093279359,    -11182.7780056463
       3.00103961298,    -11181.1393514015
       3.00115818251,    -11179.3204450809
       3.00128979468,    -11177.3014591924
       3.00143588419,    -11175.0603848362
       3.00159804354,    -11172.5727923943
       3.00177804043,    -11169.8115646075
       3.00197783697,    -11166.7466018853
       3.00219961113,    -11163.3444932544
       3.00244578045,    -11159.5681526374
        3.0027190284,    -11155.3764144788
       3.00302233361,    -11150.7235853452
       3.00335900241,    -11145.5589447477
       3.00373270477,    -11139.8261938071
       3.00414751438,    -11133.4628404104
       3.00460795306,    -11126.3995179422
       3.00511903999,     -11118.559230076
       3.00568634649,    -11109.8565104265
        3.0063160567,    -11100.1964916922
       3.00701503503,    -11089.4738709447
       3.00779090098,    -11077.5717618583
       3.00865211218,    -11064.3604208413
       3.00960805661,    -11049.6958323432
       3.01066915494,    -11033.4181389154
       3.01184697407,    -11015.3498994607
       3.01315435332,    -10995.2941534251
       3.01460554428,    -10973.0322754406
       3.01621636624,    -10948.3215909637
       3.01800437862,    -10920.8927311269
       3.01998907237,    -10890.4466965822
       3.02219208242,    -10856.6515984294
       3.02463742358,    -10819.1390394107
       3.02735175227,    -10777.5000988632
       3.03036465712,    -10731.2808747925
        3.0337089815,    -10679.9775361277
       3.03742118156,    -10623.0308302375
       3.04154172362,    -10559.8199868005
       3.04611552532,      -10489.65595038
        3.0511924452,    -10411.7738700605
       3.05682782626,    -10325.3247610102
       3.06308309925,    -10229.3662497589
       3.07002645226,    -10122.8523024064
        3.0777335741,     -10004.621820862
       3.08628847935,    -9873.38598623116
       3.09578442417,    -9727.71420990596
       3.10632492292,    -9566.01853818807
       3.11802487654,    -9386.53634246615
       3.13101182506,     -9187.3111051872
       3.14542733791,    -8966.17109191802
       3.16142855717,    -8720.70567724294
       3.17918991055,     -8448.2390669321
       3.19890501281,    -8145.80112936129
       3.22078877631,    -7810.09501878962
        3.2450797538,    -7437.46123597836
       3.27204273882,    -7023.83773696428
       3.30197165218,     -6564.7156532458
       3.33519274602,    -6055.09014015876
       3.37206816017,    -5489.40582082236
       3.41299986989,    -4861.49622615186
       3.45843406767,    -4164.51657620875
       3.50886602721,    -3390.86916470745
        3.5648455023,    -2532.12053793182
       3.62698271965,    -1578.90956220932
        3.6959550309,    -520.845379287745
        3.7725142964,                    0
       3.85749508109,                    0
       3.95182375211,                    0
       4.05652857694,                    0
        4.1727509325,                    0
       4.30175774716,                    0
       4.44495531145,                    0
        4.6039046078,                    0
       4.78033832676,                    0
       4.97617975479,                    0
       5.19356373992,                    0
        5.4348599634,                    0
       5.70269877147,                    0
       5.99999984843,                    0
       6.18847607373,                    0
       6.38637611029,                    0
       6.59417114869,                    0
         6.812355939,                    0
       7.04144996883,                    0
       7.28199870015,                    0
       7.53457486804,                    0
       7.79977984432,                    0
       8.07824506942,                    0
       8.37063355577,                    0
       8.67764146644,                    0
       8.99999977264,                    0

------------------------------------------------------------
 E - Electric Field
------------------------------------------------------------
Position (um) (#2), Electric Field (V/cm) (#2)
                   0,   -5.94178987255e-07
      0.331537038818,   -3.49667583143e-06
      0.646497225694,    -3.6618045976e-05
      0.945709403227,   -0.000355070903887
       1.22996097188,    -0.00317082649209
       1.49999996211,     -0.0260928089388
       1.58001465405,     -0.0474749028021
        1.6560286114,     -0.0924011193298
       1.72824187087,      -0.178355238466
       1.79684446738,      -0.335430607489
       1.86201693406,      -0.612740983545
        1.9239307774,       -1.08748250467
       1.98274892858,        -1.8771059271
        2.0386261722,       -3.15495975331
       2.09170955364,       -5.16956790771
         2.142138766,       -8.26737911798
       2.19004651775,       -12.9183704347
       2.23555888191,       -19.7433131382
       2.27879562786,       -29.5408372511
       2.31987053652,       -43.3117005359
       2.35889169974,        -62.276943373
        2.3959618048,       -87.8859893756
       2.43117840461,       -121.810370529
       2.46463417443,       -165.918793974
       2.49641715575,        -222.22993137
       2.52661098801,       -292.840795424
       2.55529512866,        -379.83098543
       2.58254506228,       -485.146375162
       2.60843249921,       -610.469659335
        2.6330255643,       -757.088939093
       2.65638897613,       -925.778333148
       2.67858421737,       -1116.70551214
       2.69966969655,       -1329.37937743
       2.71970090177,       -1562.64671404
       2.73873054673,        -1814.7401624
       2.75680870944,       -2083.37257273
       2.77398296402,       -2365.86634871
       2.79029850587,       -2659.30218056
       2.80579827062,       -2960.67039114
       2.82052304714,       -3267.00990313
       2.83451158483,        -3575.5237807
       2.84780069564,       -3883.66522695
        2.8604253509,       -4189.19267988
        2.8724187734,        -4490.1964221
       2.88381252478,        -4785.1015281
       2.89463658859,       -5072.65303298
       2.90491944921,       -5351.88919527
        2.9146881668,       -5622.10801292
       2.92396844851,       -5882.83109502
       2.93278471613,       -6133.76786307
       2.94116017037,       -6374.78203021
        2.9491168519,       -6605.86147003
       2.95667569935,       -6827.09196093
       2.96385660443,       -7038.63486144
       2.97067846426,       -7240.70850139
       2.97715923109,       -7433.57292514
       2.98331595959,       -7617.51755887
       2.98916485166,       -7792.85136573
       2.99472129912,       -7959.89507735
       2.99999992421,       -8078.50526188
       3.00000879414,       -8078.42931144
       3.00001397359,       -8078.34732251
       3.00001972279,       -8078.25631518
       3.00002610439,       -8078.15529751
       3.00003318796,       -8078.04316848
       3.00004105073,       -8077.91870598
       3.00004977841,       -8077.78055348
       3.00005946613,       -8077.62720529
        3.0000702195,       -8077.45699014
       3.00008215574,       -8077.26805298
       3.00009540497,       -8077.05833476
       3.00011011161,       -8076.82555004
       3.00012643598,       -8076.56716209
       3.00014455603,       -8076.28035526
       3.00016466929,       -8075.96200435
       3.00018699501,        -8075.6086406
       3.00021177655,       -8075.21641393
       3.00023928407,       -8074.78105107
       3.00026981741,       -8074.29780904
       3.00030370942,       -8073.76142362
       3.00034132955,       -8073.16605211
        3.0003830879,       -8072.50520979
       3.00042943966,       -8071.77169951
       3.00048089012,       -8070.95753349
       3.00053800013,       -8070.05384661
       3.00060139224,       -8069.05080018
       3.00067175748,       -8067.93747525
        3.0007498629,        -8066.7017542
       3.00083655991,       -8065.33018945
       3.00093279359,       -8063.80785785
       3.00103961298,       -8062.11819918
       3.00115818251,       -8060.24283707
       3.00128979468,       -8058.16138049
       3.00143588419,       -8055.85120363
       3.00159804354,       -8053.28720189
       3.00177804043,       -8050.44152149
       3.00197783697,       -8047.28325974
       3.00219961113,       -8043.77813299
       3.00244578045,        -8039.8881087
        3.0027190284,       -8035.57099796
       3.00302233361,       -8030.78000407
       3.00335900241,       -8025.46322278
       3.00373270477,       -8019.56308891
       3.00414751438,        -8013.0157638
       3.00460795306,       -8005.75045737
       3.00511903999,       -7997.68867785
       3.00568634649,       -7988.74340171
        3.0063160567,       -7978.81815536
       3.00701503503,       -7967.80599927
       3.00779090098,       -7955.58840438
       3.00865211218,        -7942.0340092
       3.00960805661,        -7926.9972451
       3.01066915494,       -7910.31681545
       3.01184697407,       -7891.81401297
       3.01315435332,       -7871.29085737
       3.01460554428,        -7848.5280336
       3.01621636624,       -7823.28260824
       3.01800437862,       -7795.28549886
       3.01998907237,       -7764.23866803
       3.02219208242,       -7729.81201031
       3.02463742358,       -7691.63989651
       3.02735175227,       -7649.31733582
       3.03036465712,       -7602.39571272
        3.0337089815,       -7550.37805206
       3.03742118156,       -7492.71376382
       3.04154172362,       -7428.79281919
       3.04611552532,       -7357.93931334
        3.0511924452,       -7279.40438053
       3.05682782626,       -7192.35844673
       3.06308309925,       -7095.88284016
       3.07002645226,       -6988.96083912
        3.0777335741,       -6870.46833377
       3.08628847935,       -6739.16443692
       3.09578442417,       -6593.68263593
       3.10632492292,       -6432.52349783
       3.11802487654,       -6254.05062537
       3.13101182506,       -6056.49268421
       3.14542733791,       -5837.95614666
       3.16142855717,       -5596.45632651
       3.17918991055,          -5329.97885
       3.19890501281,       -5036.59049732
       3.22078877631,       -4714.62757423
        3.2450797538,        -4363.0004132
       3.27204273882,       -3981.65931694
       3.30197165218,       -3572.25785526
       3.33519274602,       -3139.00073968
       3.37206816017,       -2689.54598022
       3.41299986989,       -2235.63573392
       3.45843406767,       -1792.92756653
       3.50886602721,       -1379.48719143
        3.5648455023,       -1012.82873714
       3.62698271965,       -706.233218334
        3.6959550309,       -465.805654122
        3.7725142964,       -289.616649593
       3.85749508109,       -169.215861719
       3.95182375211,       -92.6033801156
       4.05652857694,       -47.2846169086
        4.1727509325,       -22.4246641416
       4.30175774716,       -9.82385659363
       4.44495531145,       -3.95070047819
        4.6039046078,       -1.44839705717
       4.78033832676,        -0.4804760265
       4.97617975479,      -0.143088807995
       5.19356373992,     -0.0379455129838
        5.4348599634,    -0.00888614547718
       5.70269877147,     -0.0018171959342
       5.99999984843,   -0.000289915655875
       6.18847607373,   -8.89102294756e-05
       6.38637611029,   -2.59460876537e-05
       6.59417114869,   -7.17254474928e-06
         6.812355939,   -1.87485468708e-06
       7.04144996883,    -4.6255740741e-07
       7.28199870015,   -1.07517488514e-07
       7.53457486804,   -2.35031607067e-08
       7.79977984432,   -4.82344869965e-09
       8.07824506942,   -9.27582082519e-10
       8.37063355577,   -1.66977540186e-10
       8.67764146644,   -2.82032151175e-11
       8.99999977264,   -7.59744276149e-12

------------------------------------------------------------
 E - Electric Field -DA
------------------------------------------------------------
Position (um) (#2), Electric Field (V/cm) (#2)
      0.331537038818,                    0
      0.646497225694,                    0
      0.945709403227,                    0
       1.22996097188,                    0
       1.49999996211,                    0
       1.58001465405,                    0
        1.6560286114,                    0
       1.72824187087,                    0
       1.79684446738,                    0
       1.86201693406,                    0
        1.9239307774,                    0
       1.98274892858,                    0
        2.0386261722,                    0
       2.09170955364,                    0
         2.142138766,                    0
       2.19004651775,                    0
       2.23555888191,                    0
       2.27879562786,                    0
       2.31987053652,                    0
       2.35889169974,                    0
        2.3959618048,                    0
       2.43117840461,                    0
       2.46463417443,                    0
       2.49641715575,                    0
       2.52661098801,                    0
       2.55529512866,                    0
       2.58254506228,     -121.41524052343
       2.60843249921,    -915.663520938254
        2.6330255643,    -1670.19938753176
       2.65638897613,    -2387.00846062685
       2.67858421737,     -3067.9770801132
       2.69966969655,    -3714.89726868661
       2.71970090177,    -4329.47144780064
       2.73873054673,    -4913.31691798967
       2.75680870944,    -5467.97011460789
       2.77398296402,    -5994.89065156393
       2.79029850587,     -6495.4651616415
       2.80579827062,    -6971.01094598508
       2.82052304714,    -7422.77944134159
       2.83451158483,    -7851.95951180754
       2.84780069564,    -8259.68057888827
        2.8604253509,    -8647.01559232348
        2.8724187734,    -9014.98385517899
       2.88381252478,    -9364.55370504512
       2.89463658859,    -9696.64506238726
       2.90491944921,    -10012.1318518776
        2.9146881668,    -10311.8443019242
       2.92396844851,    -10596.5711294531
       2.93278471613,    -10867.0616154674
       2.94116017037,    -11124.0275772117
        2.9491168519,    -11368.1452409302
       2.95667569935,    -11600.0570213554
       2.96385660443,     -11820.373212836
       2.97067846426,    -12029.6735948653
       2.97715923109,    -12228.5089575323
       2.98331595959,    -12417.4025524189
       2.98916485166,    -12596.8514674077
       2.99472129912,    -12767.3279364476
       2.99999992421,    -12929.2805821276
       3.00001397359,    -12929.0685466969
       3.00001972279,    -12928.9803515576
       3.00002610439,    -12928.8824551371
       3.00004105073,    -12928.6531720127
       3.00004977841,    -12928.5192857409
       3.00005946613,    -12928.3706720529
        3.0000702195,    -12928.2057108469
       3.00008215574,     -12928.022603919
       3.00009540497,    -12927.8193551738
       3.00011011161,     -12927.593749148
       3.00012643598,    -12927.3433264654
       3.00014455603,    -12927.0653572985
       3.00016466929,    -12926.7568114542
       3.00018699501,    -12926.4143255456
       3.00021177655,    -12926.0341663281
       3.00023928407,    -12925.6121894341
       3.00026981741,    -12925.1437951922
       3.00030370942,    -12924.6238775438
       3.00034132955,     -12924.046768971
        3.0003830879,    -12923.4061783677
       3.00042943966,    -12922.6951229285
       3.00048089012,    -12921.9058512928
       3.00053800013,    -12921.0297597863
       3.00060139224,     -12920.057298231
       3.00067175748,    -12918.9778659368
        3.0007498629,    -12917.7796960351
       3.00083655991,    -12916.4497275392
       3.00093279359,    -12914.9734625257
       3.00103961298,     -12913.334808281
       3.00115818251,    -12911.5159019604
       3.00128979468,    -12909.4969160718
       3.00143588419,    -12907.2558417156
       3.00159804354,    -12904.7682492738
       3.00177804043,     -12902.007021487
       3.00197783697,    -12898.9420587647
       3.00219961113,    -12895.5399501339
       3.00244578045,    -12891.7636095168
        3.0027190284,    -12887.5718713583
       3.00302233361,    -12882.9190422247
       3.00335900241,    -12877.7544016271
       3.00373270477,    -12872.0216506866
       3.00414751438,    -12865.6582972899
       3.00460795306,    -12858.5949748216
       3.00511903999,    -12850.7546869555
       3.00568634649,     -12842.051967306
        3.0063160567,    -12832.3919485717
       3.00701503503,    -12821.6693278242
       3.00779090098,    -12809.7672187378
       3.00865211218,    -12796.5558777208
       3.00960805661,    -12781.8912892227
       3.01066915494,    -12765.6135957949
       3.01184697407,    -12747.5453563402
       3.01315435332,    -12727.4896103045
       3.01460554428,      -12705.22773232
       3.01621636624,    -12680.5170478432
       3.01800437862,    -12653.0881880063
       3.01998907237,    -12622.6421534617
       3.02219208242,    -12588.8470553088
       3.02463742358,    -12551.3344962902
       3.02735175227,    -12509.6955557426
       3.03036465712,     -12463.476331672
        3.0337089815,    -12412.1729930072
       3.03742118156,    -12355.2262871169
       3.04154172362,      -12292.01544368
       3.04611552532,    -12221.8514072594
        3.0511924452,      -12143.96932694
       3.05682782626,    -12057.5202178897
       3.06308309925,    -11961.5617066383
       3.07002645226,    -11855.0477592859
        3.0777335741,    -11736.8172777415
       3.08628847935,    -11605.5814431106
       3.09578442417,    -11459.9096667854
       3.10632492292,    -11298.2139950675
       3.11802487654,    -11118.7317993456
       3.13101182506,    -10919.5065620667
       3.14542733791,    -10698.3665487975
       3.16142855717,    -10452.9011341224
       3.17918991055,    -10180.4345238116
       3.19890501281,    -9877.99658624076
       3.22078877631,    -9542.29047566909
        3.2450797538,    -9169.65669285783
       3.27204273882,    -8756.03319384375
       3.30197165218,    -8296.91111012528
       3.33519274602,    -7787.28559703823
       3.37206816017,    -7221.60127770184
       3.41299986989,    -6593.69168303134
       3.45843406767,    -5896.71203308823
       3.50886602721,    -5123.06462158693
        3.5648455023,    -4264.31599481129
       3.62698271965,     -3311.1050190888
        3.6959550309,    -2253.04083616722
        3.7725142964,    -1078.58959293252
       3.85749508109,                    0
       3.95182375211,                    0
       4.05652857694,                    0
        4.1727509325,                    0
       4.30175774716,                    0
       4.44495531145,                    0
        4.6039046078,                    0
       4.78033832676,                    0
       4.97617975479,                    0
       5.19356373992,                    0
        5.4348599634,                    0
       5.70269877147,                    0
       5.99999984843,                    0
       6.18847607373,                    0
       6.38637611029,                    0
       6.59417114869,                    0
         6.812355939,                    0
       7.04144996883,                    0
       7.28199870015,                    0
       7.53457486804,                    0
       7.79977984432,                    0
       8.07824506942,                    0
       8.37063355577,                    0
       8.67764146644,                    0
       8.99999977264,                    0

------------------------------------------------------------
 E - Electric Field
------------------------------------------------------------
Position (um) (#3), Electric Field (V/cm) (#3)
                   0,   -0.000175620807444
      0.331537038818,   -0.000747539469959
      0.646497225694,     -0.0056330849589
      0.945709403227,     -0.0397957323731
       1.22996097188,      -0.260620863585
       1.49999996211,       -1.58318082351
       1.58001465405,       -2.62653363359
        1.6560286114,       -4.52618568297
       1.72824187087,        -7.7447206138
       1.79684446738,       -12.9826860008
       1.86201693406,          -21.2498994
        1.9239307774,       -33.9468935025
       1.98274892858,       -52.9489023257
        2.0386261722,       -80.6780740593
       2.09170955364,       -120.143006157
         2.142138766,       -174.917863102
       2.19004651775,       -249.029120404
       2.23555888191,       -346.720920917
       2.27879562786,       -472.085581198
       2.31987053652,       -628.577560829
       2.35889169974,       -818.474298226
        2.3959618048,       -1042.39205677
       2.43117840461,       -1298.98614252
       2.46463417443,       -1584.94075541
       2.49641715575,       -1895.28101922
       2.52661098801,       -2223.94362228
       2.55529512866,       -2564.46657653
       2.58254506228,       -2910.63780486
       2.60843249921,       -3256.98034674
        2.6330255643,       -3599.02234368
       2.65638897613,       -3933.36684895
       2.67858421737,       -4257.61662127
       2.69966969655,       -4570.21883982
       2.71970090177,       -4870.28382477
       2.73873054673,       -5157.41304142
       2.75680870944,       -5431.55397806
       2.77398296402,       -5692.88689845
       2.79029850587,       -5941.74131033
       2.80579827062,       -6178.53692997
       2.82052304714,       -6403.74334713
       2.83451158483,       -6617.85323484
       2.84780069564,       -6821.36500571
        2.8604253509,        -7014.7718745
        2.8724187734,       -7198.55517356
       2.88381252478,       -7373.18044522
       2.89463658859,       -7539.09532235
       2.90491944921,       -7696.72854659
        2.9146881668,        -7846.4897006
       2.92396844851,       -7988.76938179
       2.93278471613,       -8123.93964264
       2.94116017037,       -8252.35458634
        2.9491168519,       -8374.35104723
       2.95667569935,       -8490.24931128
       2.96385660443,       -8600.35384893
       2.97067846426,       -8704.95404278
       2.97715923109,       -8804.32489963
       2.98331595959,       -8898.72774065
       2.98916485166,       -8988.41086614
       2.99472129912,       -9073.61019312
       2.99999992421,       -9114.07999481
       3.00000412797,       -9114.04776573
       3.00000879414,       -9113.97621711
       3.00001397359,       -9113.89679814
       3.00001972279,       -9113.80864308
       3.00002610439,       -9113.71079097
       3.00003318796,       -9113.60217512
       3.00004105073,       -9113.48161153
       3.00004977841,       -9113.34778595
       3.00005946613,       -9113.19923955
        3.0000702195,       -9113.03435305
       3.00008215574,       -9112.85132904
       3.00009540497,       -9112.64817239
       3.00011011161,       -9112.42266851
       3.00012643598,       -9112.17235921
       3.00014455603,       -9111.89451588
       3.00016466929,        -9111.5861098
       3.00018699501,       -9111.24377905
       3.00021177655,       -9110.86379192
       3.00023928407,       -9110.44200622
       3.00026981741,        -9109.9738241
       3.00030370942,       -9109.45414195
       3.00034132955,       -9108.87729479
        3.0003830879,       -9108.23699446
       3.00042943966,       -9107.52626111
       3.00048089012,       -9106.73734712
       3.00053800013,       -9105.86165263
       3.00060139224,       -9104.88963178
       3.00067175748,       -9103.81068869
        3.0007498629,       -9102.61306192
       3.00083655991,       -9101.28369629
       3.00093279359,       -9099.80810053
       3.00103961298,       -9098.17018935
       3.00115818251,       -9096.35210809
       3.00128979468,       -9094.33403807
       3.00143588419,       -9092.09398056
       3.00159804354,         -9089.607517
       3.00177804043,       -9086.84754278
       3.00197783697,       -9083.78397181
       3.00219961113,       -9080.38340853
       3.00244578045,       -9076.60878392
        3.0027190284,       -9072.41895137
       3.00302233361,       -9067.76823818
       3.00335900241,       -9062.60594771
       3.00373270477,       -9056.87580674
